maintenance_id,machine_id,plant,maintenance_type,component_replaced,scheduled_date,actual_date,downtime_hours,labor_hours,parts_cost_USD,labor_cost_USD,technician_id,priority,status,failure_cause,work_order_id,notes
MNT-008050,MCH-001,Plant-A,Predictive,Filter,2024-09-14,2024-02-26,4.83,10.3,869.11,257.47,TECH-023,High,Completed,Lubrication,WO-0008050,Unexpected failure
MNT-008051,MCH-010,Plant-C,Corrective,Gearbox,2024-01-07,2024-11-21,2.05,1.7,308.02,499.9,TECH-026,Medium,Completed,Corrosion,WO-0008051,Unexpected failure
MNT-008052,MCH-011,Plant-C,Predictive,Shaft,2024-11-06,2024-10-16,5.39,4.02,575.3,131.49,TECH-015,Medium,Completed,Misalignment,WO-0008052,Post-incident repair
MNT-008053,MCH-027,Plant-C,Corrective,Belt,2024-05-19,2024-11-28,1.83,0.5,2709.27,747.25,TECH-016,High,Completed,Unknown,WO-0008053,Unexpected failure
MNT-008054,MCH-015,Plant-C,Corrective,Gearbox,2024-01-18,2024-07-02,2.34,0.61,615.28,69.28,TECH-021,Low,Completed,Unknown,WO-0008054,Upgrade
MNT-008055,MCH-042,Plant-C,Preventive,Shaft,2024-11-27,2024-03-11,6.38,0.59,472.96,121.56,TECH-029,Medium,Completed,Corrosion,WO-0008055,Scheduled replacement
MNT-008056,MCH-001,Plant-B,Emergency,Bearing,2024-05-20,2024-10-18,0.82,0.5,223.97,412.44,TECH-004,Medium,Completed,Unknown,WO-0008056,Scheduled replacement
MNT-008057,MCH-038,Plant-C,Corrective,Pump,2024-11-24,2024-12-22,3.82,0.5,138.97,520.24,TECH-010,Medium,Completed,Wear,WO-0008057,Upgrade
MNT-008058,MCH-022,Plant-C,Predictive,Gearbox,2024-09-02,2024-07-13,4.57,0.6,78.33,279.38,TECH-015,Medium,Cancelled,Overload,WO-0008058,Scheduled replacement
MNT-008059,MCH-015,Plant-C,Predictive,Motor,2024-07-22,2024-04-24,1.04,4.35,566.63,42.64,TECH-008,Low,Completed,Overload,WO-0008059,Upgrade
MNT-008060,MCH-031,Plant-A,Predictive,Filter,2024-01-23,2024-06-13,0.5,0.59,1647.01,137.18,TECH-030,Medium,Completed,Overload,WO-0008060,Unexpected failure
MNT-008061,MCH-047,Plant-A,Corrective,Sensor,2024-12-22,2024-04-15,0.96,5.4,392.11,252.92,TECH-020,Medium,Completed,Wear,WO-0008061,Unexpected failure
MNT-008062,MCH-022,Plant-C,Predictive,Shaft,2024-12-26,2024-01-26,3.68,1.95,273.16,258.16,TECH-009,High,Completed,Lubrication,WO-0008062,Post-incident repair
MNT-008063,MCH-017,Plant-C,Preventive,Belt,2024-05-09,2024-12-21,5.6,0.5,1548.04,699.47,TECH-023,High,In Progress,Wear,WO-0008063,Upgrade
MNT-008064,MCH-003,Plant-B,Preventive,Filter,2024-05-20,2024-07-08,0.74,8.67,164.37,489.01,TECH-026,Critical,Completed,Lubrication,WO-0008064,Scheduled replacement
MNT-008065,MCH-013,Plant-A,Preventive,Gearbox,2024-11-16,2024-10-30,0.78,2.2,183.01,1792.84,TECH-005,Medium,Cancelled,Overload,WO-0008065,Scheduled replacement
MNT-008066,MCH-021,Plant-B,Preventive,Gearbox,2024-01-30,2024-08-26,0.5,5.55,666.14,90.76,TECH-015,Low,Completed,Misalignment,WO-0008066,Upgrade
MNT-008067,MCH-033,Plant-A,Corrective,Motor,2024-10-19,2024-01-05,6.57,2.86,241.17,48.64,TECH-028,Medium,In Progress,Unknown,WO-0008067,Unexpected failure
MNT-008068,MCH-011,Plant-C,Preventive,Valve,2024-01-16,2024-04-01,0.5,1.04,477.63,126.39,TECH-002,Medium,Completed,Wear,WO-0008068,Scheduled replacement
MNT-008069,MCH-031,Plant-B,Preventive,Valve,2024-08-29,2024-07-07,6.98,3.91,476.0,971.24,TECH-017,Medium,Scheduled,Wear,WO-0008069,Upgrade
MNT-008070,MCH-027,Plant-C,Corrective,Gearbox,2024-11-07,2024-06-28,8.76,1.97,221.34,62.65,TECH-006,High,Scheduled,Lubrication,WO-0008070,Upgrade
MNT-008071,MCH-033,Plant-C,Corrective,Belt,2024-11-19,2024-02-26,2.72,8.44,326.07,180.98,TECH-007,Critical,Completed,Lubrication,WO-0008071,Post-incident repair
MNT-008072,MCH-033,Plant-B,Corrective,Gearbox,2024-08-20,2024-03-23,0.71,1.17,2959.73,72.87,TECH-030,Low,Scheduled,Overload,WO-0008072,Routine check
MNT-008073,MCH-024,Plant-B,Preventive,Bearing,2024-09-08,2024-09-27,13.39,4.94,1263.95,87.91,TECH-019,Low,Completed,Overload,WO-0008073,Scheduled replacement
MNT-008074,MCH-023,Plant-C,Preventive,Coupling,2024-03-29,2024-03-23,11.84,0.86,39.57,764.55,TECH-020,Low,Completed,Unknown,WO-0008074,Routine check
MNT-008075,MCH-041,Plant-C,Emergency,Motor,2024-08-30,2024-08-24,1.0,1.24,198.71,170.03,TECH-028,High,Completed,Wear,WO-0008075,Upgrade
MNT-008076,MCH-035,Plant-B,Preventive,Coupling,2024-11-27,2024-07-30,1.34,1.0,836.67,93.41,TECH-020,Medium,Completed,Lubrication,WO-0008076,Post-incident repair
MNT-008077,MCH-043,Plant-C,Preventive,Gearbox,2024-10-06,2024-12-11,0.5,5.81,33.52,1373.87,TECH-030,High,Scheduled,Unknown,WO-0008077,Routine check
MNT-008078,MCH-026,Plant-A,Preventive,Motor,2024-02-23,2024-04-15,6.36,4.94,579.24,111.45,TECH-019,Low,Completed,Unknown,WO-0008078,Post-incident repair
MNT-008079,MCH-014,Plant-B,Corrective,Belt,2024-01-20,2024-08-06,4.46,1.46,515.69,303.88,TECH-002,High,Completed,Misalignment,WO-0008079,Unexpected failure
MNT-008080,MCH-020,Plant-A,Predictive,Shaft,2024-07-08,2024-06-02,0.5,7.29,297.51,2681.99,TECH-027,Low,Completed,Misalignment,WO-0008080,Scheduled replacement
MNT-008081,MCH-049,Plant-B,Preventive,Gearbox,2024-01-15,2024-04-30,0.5,3.79,134.02,57.14,TECH-012,High,Completed,Overload,WO-0008081,Unexpected failure
MNT-008082,MCH-023,Plant-C,Preventive,Gearbox,2024-11-09,2024-02-10,0.5,0.5,17.45,952.96,TECH-020,High,In Progress,Lubrication,WO-0008082,Post-incident repair
MNT-008083,MCH-035,Plant-B,Predictive,Gearbox,2024-03-19,2024-06-09,10.37,0.58,19.1,279.88,TECH-009,Low,Completed,Lubrication,WO-0008083,Post-incident repair
MNT-008084,MCH-005,Plant-B,Emergency,Bearing,2024-12-27,2024-11-10,0.5,2.4,1597.29,658.09,TECH-001,Low,Completed,Overload,WO-0008084,Post-incident repair
MNT-008085,MCH-035,Plant-C,Emergency,Gearbox,2024-03-31,2024-05-28,1.36,1.31,1171.21,390.91,TECH-025,Medium,Completed,Overload,WO-0008085,Upgrade
MNT-008086,MCH-015,Plant-C,Preventive,Sensor,2024-03-08,2024-09-25,7.17,4.58,264.98,1667.97,TECH-022,Low,Completed,Misalignment,WO-0008086,Scheduled replacement
MNT-008087,MCH-011,Plant-B,Corrective,Shaft,2024-02-12,2024-11-13,1.39,3.38,654.36,1089.1,TECH-018,High,Scheduled,Corrosion,WO-0008087,Post-incident repair
MNT-008088,MCH-038,Plant-B,Preventive,Bearing,2024-08-02,2024-10-13,0.5,2.85,1131.96,59.39,TECH-017,High,Completed,Corrosion,WO-0008088,Routine check
MNT-008089,MCH-010,Plant-A,Corrective,Shaft,2024-03-02,2024-10-18,3.87,4.71,406.48,629.34,TECH-005,Low,Completed,Lubrication,WO-0008089,Post-incident repair
MNT-008090,MCH-044,Plant-B,Emergency,Belt,2024-01-29,2024-06-20,3.3,1.86,25.22,1048.97,TECH-007,Medium,Completed,Overload,WO-0008090,Post-incident repair
MNT-008091,MCH-045,Plant-C,Corrective,Coupling,2024-08-15,2024-11-09,4.68,0.9,852.79,45.27,TECH-013,Medium,Completed,Lubrication,WO-0008091,Unexpected failure
MNT-008092,MCH-012,Plant-B,Corrective,Motor,2024-11-22,2024-07-20,2.73,0.5,651.32,103.78,TECH-029,Critical,Completed,Overload,WO-0008092,Routine check
MNT-008093,MCH-003,Plant-B,Preventive,Belt,2024-12-29,2024-06-27,21.23,1.15,872.52,172.46,TECH-025,High,Completed,Lubrication,WO-0008093,Scheduled replacement
MNT-008094,MCH-047,Plant-A,Preventive,Coupling,2024-02-01,2024-05-24,1.15,2.35,1071.61,669.78,TECH-022,Medium,Scheduled,Overload,WO-0008094,Routine check
MNT-008095,MCH-024,Plant-B,Preventive,Belt,2024-06-09,2024-07-30,2.13,10.48,178.01,1531.52,TECH-026,Critical,Completed,Misalignment,WO-0008095,Upgrade
MNT-008096,MCH-027,Plant-C,Emergency,Gearbox,2024-02-19,2024-12-02,1.48,6.63,939.26,332.52,TECH-017,High,Completed,Corrosion,WO-0008096,Post-incident repair
MNT-008097,MCH-030,Plant-B,Overhaul,Sensor,2024-10-05,2024-08-10,6.87,1.78,1529.42,620.15,TECH-030,Medium,Scheduled,Overload,WO-0008097,Scheduled replacement
MNT-008098,MCH-005,Plant-B,Corrective,Coupling,2024-05-22,2024-05-06,1.68,1.29,1000.14,380.2,TECH-012,Low,Scheduled,Wear,WO-0008098,Upgrade
MNT-008099,MCH-047,Plant-B,Preventive,Sensor,2024-04-09,2024-06-01,0.5,0.5,2091.0,585.86,TECH-004,Critical,Completed,Overload,WO-0008099,Upgrade
MNT-008100,MCH-043,Plant-B,Predictive,Coupling,2024-12-01,2024-06-18,0.5,3.06,504.07,1596.02,TECH-022,Critical,Cancelled,Corrosion,WO-0008100,Scheduled replacement
MNT-008101,MCH-049,Plant-C,Preventive,Filter,2024-11-10,2024-05-14,5.63,2.05,261.45,450.41,TECH-024,Medium,In Progress,Overload,WO-0008101,Routine check
MNT-008102,MCH-050,Plant-A,Preventive,Pump,2024-01-09,2024-05-29,6.49,0.5,191.18,71.56,TECH-023,Medium,Completed,Unknown,WO-0008102,Post-incident repair
MNT-008103,MCH-044,Plant-B,Emergency,Shaft,2024-06-19,2024-04-23,1.88,0.59,1212.16,79.06,TECH-012,High,Completed,Lubrication,WO-0008103,Upgrade
MNT-008104,MCH-026,Plant-C,Predictive,Sensor,2024-12-10,2024-06-06,2.0,1.26,103.59,83.45,TECH-003,Low,Completed,Unknown,WO-0008104,Unexpected failure
MNT-008105,MCH-003,Plant-A,Preventive,Valve,2024-06-11,2024-12-29,0.76,17.56,324.48,416.11,TECH-008,Low,Completed,Misalignment,WO-0008105,Unexpected failure
MNT-008106,MCH-050,Plant-B,Overhaul,Filter,2024-12-29,2024-05-11,1.86,2.5,135.04,493.3,TECH-023,Medium,Completed,Lubrication,WO-0008106,Upgrade
MNT-008107,MCH-050,Plant-B,Predictive,Belt,2024-03-27,2024-02-07,1.28,1.56,1161.42,113.96,TECH-017,High,Completed,Wear,WO-0008107,Upgrade
MNT-008108,MCH-049,Plant-A,Corrective,Bearing,2024-10-27,2024-06-05,6.82,2.07,418.11,114.54,TECH-022,Medium,Completed,Misalignment,WO-0008108,Post-incident repair
MNT-008109,MCH-011,Plant-A,Preventive,Gearbox,2024-07-06,2024-11-09,1.91,0.5,886.98,361.51,TECH-018,Low,Completed,Overload,WO-0008109,Routine check
MNT-008110,MCH-044,Plant-B,Overhaul,Valve,2024-09-21,2024-03-03,7.41,4.12,161.74,243.59,TECH-004,Critical,Completed,Misalignment,WO-0008110,Post-incident repair
MNT-008111,MCH-006,Plant-C,Emergency,Pump,2024-01-08,2024-07-21,0.73,6.06,1727.85,280.1,TECH-001,Low,Scheduled,Corrosion,WO-0008111,Unexpected failure
MNT-008112,MCH-009,Plant-B,Corrective,Sensor,2024-12-06,2024-10-18,2.29,4.85,899.5,104.44,TECH-030,Critical,Completed,Corrosion,WO-0008112,Upgrade
MNT-008113,MCH-008,Plant-B,Corrective,Belt,2024-07-25,2024-11-04,0.5,10.77,310.19,1011.54,TECH-026,High,Completed,Unknown,WO-0008113,Unexpected failure
MNT-008114,MCH-024,Plant-B,Predictive,Coupling,2024-08-01,2024-10-28,21.38,6.37,1827.09,48.64,TECH-003,High,In Progress,Unknown,WO-0008114,Routine check
MNT-008115,MCH-019,Plant-A,Preventive,Shaft,2024-12-07,2024-05-05,3.68,1.88,509.32,314.56,TECH-011,Low,Scheduled,Corrosion,WO-0008115,Scheduled replacement
MNT-008116,MCH-024,Plant-B,Emergency,Motor,2024-12-08,2024-11-07,1.79,0.5,119.02,334.87,TECH-028,Critical,Scheduled,Unknown,WO-0008116,Unexpected failure
MNT-008117,MCH-043,Plant-A,Preventive,Belt,2024-02-01,2024-05-04,2.72,1.32,45.46,193.09,TECH-009,High,Completed,Corrosion,WO-0008117,Upgrade
MNT-008118,MCH-034,Plant-A,Emergency,Valve,2024-02-03,2024-12-27,0.5,0.5,44.93,353.21,TECH-002,High,Completed,Wear,WO-0008118,Routine check
MNT-008119,MCH-021,Plant-C,Preventive,Valve,2024-04-08,2024-05-12,0.5,4.88,167.59,799.14,TECH-002,Medium,Scheduled,Overload,WO-0008119,Post-incident repair
MNT-008120,MCH-013,Plant-A,Corrective,Pump,2024-09-13,2024-05-21,6.1,5.9,556.17,1135.72,TECH-016,High,Completed,Wear,WO-0008120,Unexpected failure
MNT-008121,MCH-026,Plant-A,Preventive,Motor,2024-03-16,2024-10-23,2.07,1.57,27.68,67.29,TECH-028,Medium,Scheduled,Overload,WO-0008121,Upgrade
MNT-008122,MCH-049,Plant-C,Preventive,Bearing,2024-05-16,2024-08-18,1.11,0.5,322.57,96.26,TECH-028,Medium,Cancelled,Misalignment,WO-0008122,Scheduled replacement
MNT-008123,MCH-038,Plant-C,Corrective,Filter,2024-02-12,2024-05-25,0.5,4.33,501.67,219.19,TECH-028,Medium,Completed,Unknown,WO-0008123,Upgrade
MNT-008124,MCH-039,Plant-A,Preventive,Shaft,2024-03-29,2024-04-25,6.01,1.33,203.03,295.62,TECH-016,Medium,Completed,Unknown,WO-0008124,Routine check
MNT-008125,MCH-042,Plant-B,Predictive,Pump,2024-08-15,2024-10-21,1.81,2.18,30.37,359.04,TECH-019,Medium,Completed,Corrosion,WO-0008125,Scheduled replacement
MNT-008126,MCH-049,Plant-C,Preventive,Coupling,2024-01-23,2024-05-18,6.66,0.5,31.03,141.68,TECH-028,High,Scheduled,Lubrication,WO-0008126,Routine check
MNT-008127,MCH-009,Plant-A,Preventive,Shaft,2024-05-21,2024-07-28,0.5,4.96,807.99,795.74,TECH-003,Medium,Completed,Lubrication,WO-0008127,Post-incident repair
MNT-008128,MCH-014,Plant-B,Emergency,Pump,2024-11-07,2024-05-15,1.54,9.98,147.65,447.96,TECH-022,High,Completed,Misalignment,WO-0008128,Routine check
MNT-008129,MCH-025,Plant-A,Emergency,Gearbox,2024-04-11,2024-01-09,4.2,2.5,917.94,527.41,TECH-013,Medium,In Progress,Corrosion,WO-0008129,Post-incident repair
MNT-008130,MCH-045,Plant-A,Corrective,Gearbox,2024-12-18,2024-09-26,1.28,0.67,196.46,177.72,TECH-007,Medium,Completed,Wear,WO-0008130,Routine check
MNT-008131,MCH-026,Plant-B,Predictive,Valve,2024-09-15,2024-12-12,2.24,2.69,1365.71,380.54,TECH-005,Medium,Completed,Misalignment,WO-0008131,Routine check
MNT-008132,MCH-034,Plant-C,Preventive,Shaft,2024-07-28,2024-12-02,4.76,7.93,2674.9,84.25,TECH-001,Medium,Completed,Unknown,WO-0008132,Unexpected failure
MNT-008133,MCH-006,Plant-A,Emergency,Pump,2024-03-29,2024-12-24,2.73,1.32,799.05,155.22,TECH-028,Medium,In Progress,Overload,WO-0008133,Post-incident repair
MNT-008134,MCH-006,Plant-A,Corrective,Belt,2024-11-21,2024-10-14,5.41,3.91,456.35,331.97,TECH-008,Medium,Completed,Lubrication,WO-0008134,Scheduled replacement
MNT-008135,MCH-006,Plant-A,Preventive,Bearing,2024-01-02,2024-03-28,0.5,5.61,17.9,1062.66,TECH-024,Low,Completed,Wear,WO-0008135,Routine check
MNT-008136,MCH-034,Plant-C,Overhaul,Bearing,2024-06-08,2024-03-15,10.07,0.54,423.55,450.15,TECH-013,Medium,Completed,Wear,WO-0008136,Post-incident repair
MNT-008137,MCH-014,Plant-B,Predictive,Bearing,2024-05-20,2024-04-24,23.25,1.83,26.27,1178.86,TECH-004,Medium,Scheduled,Overload,WO-0008137,Unexpected failure
MNT-008138,MCH-049,Plant-A,Predictive,Bearing,2024-10-14,2024-01-25,11.27,0.5,1086.55,64.55,TECH-015,Low,Completed,Overload,WO-0008138,Scheduled replacement
MNT-008139,MCH-032,Plant-A,Preventive,Motor,2024-06-28,2024-10-30,1.07,6.09,131.04,586.75,TECH-005,Low,In Progress,Lubrication,WO-0008139,Upgrade
MNT-008140,MCH-050,Plant-A,Corrective,Belt,2024-03-01,2024-06-17,11.67,3.26,513.49,303.06,TECH-022,Critical,Scheduled,Overload,WO-0008140,Scheduled replacement
MNT-008141,MCH-042,Plant-A,Preventive,Bearing,2024-06-23,2024-09-13,0.94,0.85,321.18,135.32,TECH-015,Medium,Completed,Corrosion,WO-0008141,Unexpected failure
MNT-008142,MCH-026,Plant-A,Emergency,Motor,2024-08-26,2024-08-03,2.8,6.45,397.56,588.75,TECH-004,High,Completed,Misalignment,WO-0008142,Scheduled replacement
MNT-008143,MCH-043,Plant-A,Emergency,Motor,2024-10-17,2024-03-06,6.46,0.5,248.72,593.52,TECH-020,Critical,Completed,Overload,WO-0008143,Routine check
MNT-008144,MCH-005,Plant-A,Preventive,Gearbox,2024-12-22,2024-11-05,4.46,0.5,148.69,277.11,TECH-003,Critical,Completed,Corrosion,WO-0008144,Post-incident repair
MNT-008145,MCH-023,Plant-B,Preventive,Pump,2024-02-14,2024-09-01,2.69,0.64,22.79,155.4,TECH-017,Low,Completed,Corrosion,WO-0008145,Post-incident repair
MNT-008146,MCH-013,Plant-A,Corrective,Gearbox,2024-10-16,2024-04-21,1.32,0.98,371.39,1172.42,TECH-016,Medium,In Progress,Overload,WO-0008146,Routine check
MNT-008147,MCH-031,Plant-C,Overhaul,Belt,2024-08-25,2024-10-21,15.61,3.57,24.71,118.63,TECH-014,Low,Completed,Misalignment,WO-0008147,Post-incident repair
MNT-008148,MCH-023,Plant-A,Preventive,Bearing,2024-02-15,2024-12-08,4.8,4.14,1266.77,159.44,TECH-019,High,Scheduled,Lubrication,WO-0008148,Routine check
MNT-008149,MCH-042,Plant-C,Corrective,Bearing,2024-02-29,2024-09-29,0.89,0.5,873.7,2716.39,TECH-011,Low,Completed,Unknown,WO-0008149,Upgrade
MNT-008150,MCH-015,Plant-B,Predictive,Pump,2024-02-16,2024-11-24,2.11,6.44,1493.0,67.96,TECH-023,Medium,In Progress,Overload,WO-0008150,Upgrade
MNT-008151,MCH-046,Plant-A,Preventive,Valve,2024-04-03,2024-09-24,2.1,4.4,491.59,100.1,TECH-003,High,Completed,Lubrication,WO-0008151,Post-incident repair
MNT-008152,MCH-027,Plant-A,Corrective,Belt,2024-02-14,2024-10-25,9.27,3.13,1086.48,1968.07,TECH-017,High,Completed,Overload,WO-0008152,Post-incident repair
MNT-008153,MCH-009,Plant-B,Corrective,Coupling,2024-04-05,2024-05-18,0.5,0.5,47.7,416.89,TECH-003,High,Completed,Unknown,WO-0008153,Post-incident repair
MNT-008154,MCH-002,Plant-B,Predictive,Coupling,2024-06-11,2024-02-21,1.57,0.5,211.24,332.2,TECH-029,Medium,Completed,Misalignment,WO-0008154,Upgrade
MNT-008155,MCH-048,Plant-B,Preventive,Shaft,2024-10-29,2024-05-07,0.79,2.42,917.79,274.43,TECH-014,Medium,Scheduled,Unknown,WO-0008155,Post-incident repair
MNT-008156,MCH-038,Plant-A,Predictive,Valve,2024-11-16,2024-03-21,11.91,4.65,67.25,508.78,TECH-007,Medium,Completed,Lubrication,WO-0008156,Scheduled replacement
MNT-008157,MCH-032,Plant-C,Preventive,Gearbox,2024-01-11,2024-02-23,3.41,4.57,210.77,655.64,TECH-022,Low,In Progress,Wear,WO-0008157,Unexpected failure
MNT-008158,MCH-028,Plant-C,Corrective,Motor,2024-03-27,2024-01-05,4.54,4.16,238.1,352.79,TECH-022,Medium,Completed,Corrosion,WO-0008158,Routine check
MNT-008159,MCH-020,Plant-A,Preventive,Valve,2024-01-06,2024-10-19,0.79,1.05,572.54,80.11,TECH-011,Critical,Scheduled,Wear,WO-0008159,Upgrade
MNT-008160,MCH-026,Plant-A,Corrective,Pump,2024-04-21,2024-08-16,2.54,0.5,132.17,270.51,TECH-004,Low,Completed,Lubrication,WO-0008160,Routine check
MNT-008161,MCH-013,Plant-C,Emergency,Sensor,2024-11-22,2024-03-07,3.8,0.5,627.21,957.43,TECH-021,Medium,Completed,Corrosion,WO-0008161,Routine check
MNT-008162,MCH-045,Plant-A,Preventive,Filter,2024-07-10,2024-02-01,0.83,2.03,83.64,180.34,TECH-013,High,Completed,Unknown,WO-0008162,Upgrade
MNT-008163,MCH-019,Plant-C,Predictive,Pump,2024-08-23,2024-12-19,8.91,1.77,389.72,470.04,TECH-019,Medium,In Progress,Misalignment,WO-0008163,Post-incident repair
MNT-008164,MCH-038,Plant-B,Overhaul,Gearbox,2024-02-11,2024-03-29,0.5,2.86,484.21,396.72,TECH-028,Critical,Completed,Overload,WO-0008164,Upgrade
MNT-008165,MCH-019,Plant-A,Preventive,Belt,2024-05-06,2024-02-28,0.75,2.79,280.67,80.58,TECH-022,Medium,Completed,Unknown,WO-0008165,Unexpected failure
MNT-008166,MCH-027,Plant-C,Overhaul,Sensor,2024-06-06,2024-09-02,11.94,5.55,131.97,25.0,TECH-001,Low,Completed,Wear,WO-0008166,Upgrade
MNT-008167,MCH-050,Plant-A,Predictive,Bearing,2024-12-14,2024-01-23,3.34,4.42,1376.45,170.95,TECH-020,Medium,Scheduled,Lubrication,WO-0008167,Upgrade
MNT-008168,MCH-032,Plant-B,Overhaul,Coupling,2024-11-24,2024-09-02,2.01,2.73,167.25,444.16,TECH-001,High,Completed,Lubrication,WO-0008168,Routine check
MNT-008169,MCH-031,Plant-B,Emergency,Valve,2024-04-07,2024-06-16,3.31,9.22,1027.93,278.93,TECH-006,Medium,In Progress,Corrosion,WO-0008169,Scheduled replacement
MNT-008170,MCH-039,Plant-A,Preventive,Belt,2024-03-08,2024-06-03,4.38,1.92,592.67,738.09,TECH-023,Medium,Completed,Wear,WO-0008170,Scheduled replacement
MNT-008171,MCH-040,Plant-A,Preventive,Coupling,2024-06-07,2024-09-22,2.73,9.34,523.45,348.5,TECH-029,Medium,Completed,Overload,WO-0008171,Scheduled replacement
MNT-008172,MCH-016,Plant-C,Emergency,Bearing,2024-01-28,2024-06-27,2.66,0.81,1664.02,1241.33,TECH-018,Low,Completed,Corrosion,WO-0008172,Post-incident repair
MNT-008173,MCH-007,Plant-B,Preventive,Motor,2024-07-13,2024-04-08,2.0,14.45,101.33,307.92,TECH-014,Low,Cancelled,Overload,WO-0008173,Scheduled replacement
MNT-008174,MCH-013,Plant-A,Emergency,Motor,2024-12-27,2024-05-26,0.5,3.17,298.84,1023.54,TECH-004,High,In Progress,Misalignment,WO-0008174,Upgrade
MNT-008175,MCH-001,Plant-A,Predictive,Coupling,2024-05-26,2024-11-18,0.67,0.5,994.79,171.88,TECH-005,High,Completed,Corrosion,WO-0008175,Routine check
MNT-008176,MCH-023,Plant-C,Corrective,Pump,2024-04-01,2024-12-29,1.11,0.91,757.21,375.53,TECH-022,Low,Completed,Lubrication,WO-0008176,Post-incident repair
MNT-008177,MCH-043,Plant-B,Emergency,Belt,2024-05-22,2024-07-30,6.32,4.98,96.05,1439.26,TECH-029,Medium,Completed,Misalignment,WO-0008177,Routine check
MNT-008178,MCH-034,Plant-C,Preventive,Belt,2024-03-12,2024-07-08,2.01,0.57,134.78,256.22,TECH-022,Medium,Completed,Lubrication,WO-0008178,Post-incident repair
MNT-008179,MCH-032,Plant-A,Predictive,Pump,2024-10-16,2024-06-21,5.87,2.67,148.02,138.64,TECH-023,Medium,Completed,Wear,WO-0008179,Unexpected failure
MNT-008180,MCH-013,Plant-B,Preventive,Belt,2024-06-10,2024-08-29,5.04,2.94,233.9,92.13,TECH-023,Low,Completed,Misalignment,WO-0008180,Post-incident repair
MNT-008181,MCH-006,Plant-B,Predictive,Coupling,2024-07-30,2024-10-26,5.3,0.5,461.6,1011.07,TECH-029,Medium,Completed,Overload,WO-0008181,Upgrade
MNT-008182,MCH-033,Plant-B,Corrective,Belt,2024-04-25,2024-03-08,4.94,3.38,315.72,423.22,TECH-027,Medium,Completed,Lubrication,WO-0008182,Upgrade
MNT-008183,MCH-033,Plant-C,Preventive,Bearing,2024-04-06,2024-03-05,0.5,0.5,640.75,260.75,TECH-007,Medium,Cancelled,Unknown,WO-0008183,Scheduled replacement
MNT-008184,MCH-004,Plant-A,Predictive,Coupling,2024-05-19,2024-01-20,8.7,1.63,445.54,173.1,TECH-014,Critical,In Progress,Wear,WO-0008184,Scheduled replacement
MNT-008185,MCH-047,Plant-B,Overhaul,Valve,2024-04-12,2024-05-05,1.64,1.5,856.41,72.34,TECH-007,Medium,Completed,Lubrication,WO-0008185,Routine check
MNT-008186,MCH-025,Plant-B,Corrective,Motor,2024-03-31,2024-01-06,5.23,0.81,1028.21,91.49,TECH-015,Medium,Completed,Misalignment,WO-0008186,Post-incident repair
MNT-008187,MCH-013,Plant-A,Preventive,Shaft,2024-05-31,2024-01-22,1.92,0.5,678.37,221.3,TECH-018,High,Completed,Corrosion,WO-0008187,Scheduled replacement
MNT-008188,MCH-027,Plant-B,Preventive,Pump,2024-05-12,2024-06-03,3.52,0.72,797.68,141.77,TECH-020,High,Completed,Unknown,WO-0008188,Scheduled replacement
MNT-008189,MCH-004,Plant-A,Predictive,Sensor,2024-12-23,2024-05-22,3.23,2.21,64.47,92.89,TECH-021,Medium,Cancelled,Unknown,WO-0008189,Routine check
MNT-008190,MCH-045,Plant-A,Preventive,Motor,2024-08-13,2024-10-17,12.08,2.51,689.78,163.97,TECH-003,Medium,Completed,Corrosion,WO-0008190,Routine check
MNT-008191,MCH-031,Plant-A,Corrective,Motor,2024-05-15,2024-08-09,8.43,0.5,206.9,1015.12,TECH-009,High,Completed,Misalignment,WO-0008191,Post-incident repair
MNT-008192,MCH-041,Plant-C,Preventive,Valve,2024-02-17,2024-06-04,8.71,5.38,518.23,979.32,TECH-001,High,Completed,Overload,WO-0008192,Routine check
MNT-008193,MCH-042,Plant-C,Predictive,Motor,2024-09-07,2024-07-14,20.13,6.24,224.65,864.67,TECH-005,Low,Completed,Misalignment,WO-0008193,Scheduled replacement
MNT-008194,MCH-042,Plant-B,Corrective,Gearbox,2024-06-30,2024-02-02,3.51,2.53,23.23,502.0,TECH-022,Low,Scheduled,Unknown,WO-0008194,Routine check
